Species	IMGT.GENE.DB	locus	region	functional	chr.order
Homo sapiens functional	TRAV24	TRA	V	TRUE	859
Homo sapiens functional	TRAV25	TRA	V	TRUE	860
Homo sapiens functional	TRAV26-1	TRA	V	TRUE	861
Homo sapiens functional	TRAV26-2	TRA	V	TRUE	862
Homo sapiens functional	TRAV27	TRA	V	TRUE	863
Homo sapiens non-functional	TRAV28	TRA	V	FALSE	864
Homo sapiens functional	TRAV29/DV5	TRA	V	TRUE	865
Homo sapiens functional	TRAV3	TRA	V	TRUE	866
Homo sapiens functional	TRAV30	TRA	V	TRUE	867
Homo sapiens non-functional	TRAV31	TRA	V	FALSE	868
Homo sapiens non-functional	TRAV32	TRA	V	FALSE	869
Homo sapiens non-functional	TRAV33	TRA	V	FALSE	870
Homo sapiens functional	TRAV34	TRA	V	TRUE	871
Homo sapiens functional	TRAV35	TRA	V	TRUE	872
Homo sapiens functional	TRAV36/DV7	TRA	V	TRUE	873
Homo sapiens non-functional	TRAV37	TRA	V	FALSE	874
Homo sapiens functional	TRAV38-1	TRA	V	TRUE	875
Homo sapiens functional	TRAV38-2/DV8	TRA	V	TRUE	876
Homo sapiens functional	TRAV39	TRA	V	TRUE	877
Homo sapiens functional	TRAV4	TRA	V	TRUE	878
Homo sapiens functional	TRAV40	TRA	V	TRUE	879
Homo sapiens functional	TRAV41	TRA	V	TRUE	880
Homo sapiens functional	TRAV5	TRA	V	TRUE	881
Homo sapiens functional	TRAV6	TRA	V	TRUE	882
Homo sapiens functional	TRAV7	TRA	V	TRUE	883
Homo sapiens functional	TRAV8-1	TRA	V	TRUE	884
Homo sapiens functional	TRAV8-2	TRA	V	TRUE	885
Homo sapiens functional	TRAV8-3	TRA	V	TRUE	886
Homo sapiens functional	TRAV8-4	TRA	V	TRUE	887
Homo sapiens non-functional	TRAV8-5	TRA	V	FALSE	888
Homo sapiens functional	TRAV8-6	TRA	V	TRUE	889
Homo sapiens non-functional	TRAV8-7	TRA	V	FALSE	890
Homo sapiens functional	TRAV9-1	TRA	V	TRUE	891
Homo sapiens functional	TRAV9-2	TRA	V	TRUE	892
Homo sapiens functional	TRBD1	TRB	D	TRUE	893
Homo sapiens functional	TRBD2	TRB	D	TRUE	894
Homo sapiens functional	TRBJ1-1	TRB	J	TRUE	895
Homo sapiens functional	TRBJ1-2	TRB	J	TRUE	896
Homo sapiens functional	TRBJ1-3	TRB	J	TRUE	897
Homo sapiens functional	TRBJ1-4	TRB	J	TRUE	898
Homo sapiens functional	TRBJ1-5	TRB	J	TRUE	899
Homo sapiens functional	TRBJ1-6	TRB	J	TRUE	900
Homo sapiens functional	TRBJ2-1	TRB	J	TRUE	901
Homo sapiens functional	TRBJ2-2	TRB	J	TRUE	902
Homo sapiens non-functional	TRBJ2-2P	TRB	J	FALSE	903
Homo sapiens functional	TRBJ2-3	TRB	J	TRUE	904
Homo sapiens functional	TRBJ2-4	TRB	J	TRUE	905
Homo sapiens functional	TRBJ2-5	TRB	J	TRUE	906
Homo sapiens functional	TRBJ2-6	TRB	J	TRUE	907
Homo sapiens functional	TRBJ2-7	TRB	J	TRUE	908
Homo sapiens non-functional	TRBV1	TRB	V	FALSE	909
Homo sapiens functional	TRBV10-1	TRB	V	TRUE	910
Homo sapiens functional	TRBV10-2	TRB	V	TRUE	911
Homo sapiens functional	TRBV10-3	TRB	V	TRUE	912
Homo sapiens functional	TRBV11-1	TRB	V	TRUE	913
Homo sapiens functional	TRBV11-2	TRB	V	TRUE	914
Homo sapiens functional	TRBV11-3	TRB	V	TRUE	915
Homo sapiens non-functional	TRBV12-1	TRB	V	FALSE	916
Homo sapiens non-functional	TRBV12-2	TRB	V	FALSE	917
Homo sapiens functional	TRBV12-3	TRB	V	TRUE	918
Homo sapiens functional	TRBV12-4	TRB	V	TRUE	919
Homo sapiens functional	TRBV12-5	TRB	V	TRUE	920
Homo sapiens functional	TRBV13	TRB	V	TRUE	921
Homo sapiens functional	TRBV14	TRB	V	TRUE	922
Homo sapiens functional	TRBV15	TRB	V	TRUE	923
Homo sapiens functional	TRBV16	TRB	V	TRUE	924
Homo sapiens non-functional	TRBV17	TRB	V	FALSE	925
Homo sapiens functional	TRBV18	TRB	V	TRUE	926
Homo sapiens functional	TRBV19	TRB	V	TRUE	927
Homo sapiens functional	TRBV2	TRB	V	TRUE	928
Homo sapiens functional	TRBV20-1	TRB	V	TRUE	929
Homo sapiens non-functional	TRBV20/OR9-2	TRB	V	FALSE	930
Homo sapiens non-functional	TRBV21-1	TRB	V	FALSE	931
Homo sapiens non-functional	TRBV21/OR9-2	TRB	V	FALSE	932
Homo sapiens non-functional	TRBV22-1	TRB	V	FALSE	933
Homo sapiens non-functional	TRBV22/OR9-2	TRB	V	FALSE	934
Homo sapiens non-functional	TRBV23-1	TRB	V	FALSE	935
Homo sapiens non-functional	TRBV23/OR9-2	TRB	V	FALSE	936
Homo sapiens functional	TRBV24-1	TRB	V	TRUE	937
Homo sapiens non-functional	TRBV24/OR9-2	TRB	V	FALSE	938
Homo sapiens functional	TRBV25-1	TRB	V	TRUE	939
Homo sapiens non-functional	TRBV25/OR9-2	TRB	V	FALSE	940
Homo sapiens non-functional	TRBV26	TRB	V	FALSE	941
Homo sapiens non-functional	TRBV26/OR9-2	TRB	V	FALSE	942
Homo sapiens functional	TRBV27	TRB	V	TRUE	943
Homo sapiens functional	TRBV28	TRB	V	TRUE	944
Homo sapiens functional	TRBV29-1	TRB	V	TRUE	945
Homo sapiens non-functional	TRBV29/OR9-2	TRB	V	FALSE	946
Homo sapiens functional	TRBV3-1	TRB	V	TRUE	947
Homo sapiens non-functional	TRBV3-2	TRB	V	FALSE	948
Homo sapiens functional	TRBV30	TRB	V	TRUE	949
Homo sapiens functional	TRBV4-1	TRB	V	TRUE	950
Homo sapiens functional	TRBV4-2	TRB	V	TRUE	951
Homo sapiens functional	TRBV4-3	TRB	V	TRUE	952
Homo sapiens functional	TRBV5-1	TRB	V	TRUE	953
Homo sapiens non-functional	TRBV5-2	TRB	V	FALSE	954
Homo sapiens non-functional	TRBV5-3	TRB	V	FALSE	955
Homo sapiens functional	TRBV5-4	TRB	V	TRUE	956
Homo sapiens functional	TRBV5-5	TRB	V	TRUE	957
Homo sapiens functional	TRBV5-6	TRB	V	TRUE	958
Homo sapiens non-functional	TRBV5-7	TRB	V	FALSE	959
Homo sapiens functional	TRBV5-8	TRB	V	TRUE	960
Homo sapiens functional	TRBV6-1	TRB	V	TRUE	961
Homo sapiens functional	TRBV6-2	TRB	V	TRUE	962
Homo sapiens functional	TRBV6-3	TRB	V	TRUE	963
Homo sapiens functional	TRBV6-4	TRB	V	TRUE	964
Homo sapiens functional	TRBV6-5	TRB	V	TRUE	965
Homo sapiens functional	TRBV6-6	TRB	V	TRUE	966
Homo sapiens non-functional	TRBV6-7	TRB	V	FALSE	967
Homo sapiens functional	TRBV6-8	TRB	V	TRUE	968
Homo sapiens functional	TRBV6-9	TRB	V	TRUE	969
Homo sapiens non-functional	TRBV7-1	TRB	V	FALSE	970
Homo sapiens functional	TRBV7-2	TRB	V	TRUE	971
Homo sapiens functional	TRBV7-3	TRB	V	TRUE	972
Homo sapiens functional	TRBV7-4	TRB	V	TRUE	973
Homo sapiens non-functional	TRBV7-5	TRB	V	FALSE	974
Homo sapiens functional	TRBV7-6	TRB	V	TRUE	975
Homo sapiens functional	TRBV7-7	TRB	V	TRUE	976
Homo sapiens functional	TRBV7-8	TRB	V	TRUE	977
Homo sapiens functional	TRBV7-9	TRB	V	TRUE	978
Homo sapiens non-functional	TRBV8-1	TRB	V	FALSE	979
Homo sapiens non-functional	TRBV8-2	TRB	V	FALSE	980
Homo sapiens functional	TRBV9	TRB	V	TRUE	981
Homo sapiens non-functional	TRBVA	TRB	V	FALSE	982
Homo sapiens non-functional	TRBVA/OR9-2	TRB	V	FALSE	983
Homo sapiens non-functional	TRBVB	TRB	V	FALSE	984
Homo sapiens non-functional	TRBVC	TRB	V	FALSE	985
Homo sapiens functional	TRDD1	TRD	D	TRUE	986
Homo sapiens functional	TRDD2	TRD	D	TRUE	987
Homo sapiens functional	TRDD3	TRD	D	TRUE	988
Homo sapiens functional	TRDJ1	TRD	J	TRUE	989
Homo sapiens functional	TRDJ2	TRD	J	TRUE	990
Homo sapiens functional	TRDJ3	TRD	J	TRUE	991
Homo sapiens functional	TRDJ4	TRD	J	TRUE	992
Homo sapiens functional	TRDV1	TRD	V	TRUE	993
Homo sapiens functional	TRDV2	TRD	V	TRUE	994
Homo sapiens functional	TRDV3	TRD	V	TRUE	995
Homo sapiens functional	TRGJ1	TRG	J	TRUE	996
Homo sapiens functional	TRGJ2	TRG	J	TRUE	997
Homo sapiens functional	TRGJP	TRG	J	TRUE	998
Homo sapiens functional	TRGJP1	TRG	J	TRUE	999
Homo sapiens functional	TRGJP2	TRG	J	TRUE	1000
Homo sapiens non-functional	TRGV1	TRG	V	FALSE	1001
Homo sapiens non-functional	TRGV10	TRG	V	FALSE	1002
Homo sapiens non-functional	TRGV11	TRG	V	FALSE	1003
Homo sapiens functional	TRGV2	TRG	V	TRUE	1004
Homo sapiens functional	TRGV3	TRG	V	TRUE	1005
Homo sapiens non-functional	TRGV3P	TRG	V	FALSE	1006
Homo sapiens functional	TRGV4	TRG	V	TRUE	1007
Homo sapiens functional	TRGV5	TRG	V	TRUE	1008
Homo sapiens non-functional	TRGV5P	TRG	V	FALSE	1009
Homo sapiens non-functional	TRGV6	TRG	V	FALSE	1010
Homo sapiens non-functional	TRGV7	TRG	V	FALSE	1011
Homo sapiens functional	TRGV8	TRG	V	TRUE	1012
Homo sapiens functional	TRGV9	TRG	V	TRUE	1013
Homo sapiens non-functional	TRGVA	TRG	V	FALSE	1014
Homo sapiens non-functional	TRGVB	TRG	V	FALSE	1015
Macaca mulatta non-functional	IGHD	IGH	D	FALSE	1016
Macaca mulatta functional	IGHD1-1	IGH	D	TRUE	1017
Macaca mulatta functional	IGHD1-2	IGH	D	TRUE	1018
Macaca mulatta functional	IGHD1-3	IGH	D	TRUE	1019
Macaca mulatta functional	IGHD1-4	IGH	D	TRUE	1020
Macaca mulatta non-functional	IGHD1-5	IGH	D	FALSE	1021
Macaca mulatta non-functional	IGHD1-6	IGH	D	FALSE	1022
Macaca mulatta non-functional	IGHD1-7	IGH	D	FALSE	1023
Macaca mulatta functional	IGHD1-8	IGH	D	TRUE	1024
Macaca mulatta functional	IGHD2-1	IGH	D	TRUE	1025
Macaca mulatta functional	IGHD2-2	IGH	D	TRUE	1026
Macaca mulatta functional	IGHD2-3	IGH	D	TRUE	1027
Macaca mulatta functional	IGHD2-4	IGH	D	TRUE	1028
Macaca mulatta functional	IGHD2-5	IGH	D	TRUE	1029
Macaca mulatta functional	IGHD2-6	IGH	D	TRUE	1030
Macaca mulatta non-functional	IGHD3-1	IGH	D	FALSE	1031
Macaca mulatta non-functional	IGHD3-2	IGH	D	FALSE	1032
Macaca mulatta functional	IGHD3-3	IGH	D	TRUE	1033
Macaca mulatta functional	IGHD3-4	IGH	D	TRUE	1034
Macaca mulatta non-functional	IGHD4-1	IGH	D	FALSE	1035
Macaca mulatta functional	IGHD4-2	IGH	D	TRUE	1036
Macaca mulatta functional	IGHD4-3	IGH	D	TRUE	1037
Macaca mulatta functional	IGHD4-4	IGH	D	TRUE	1038
Macaca mulatta non-functional	IGHD5-1	IGH	D	FALSE	1039
Macaca mulatta functional	IGHD5-2	IGH	D	TRUE	1040
Macaca mulatta non-functional	IGHD5-3	IGH	D	FALSE	1041
Macaca mulatta functional	IGHD6-1	IGH	D	TRUE	1042
Macaca mulatta functional	IGHD6-2	IGH	D	TRUE	1043
Macaca mulatta functional	IGHD6-3	IGH	D	TRUE	1044
Macaca mulatta functional	IGHD6-4	IGH	D	TRUE	1045
Macaca mulatta functional	IGHD6-5	IGH	D	TRUE	1046
Macaca mulatta functional	IGHD6-6	IGH	D	TRUE	1047
Macaca mulatta functional	IGHD7-1	IGH	D	TRUE	1048
Macaca mulatta functional	IGHJ1	IGH	J	TRUE	1049
Macaca mulatta non-functional	IGHJ2	IGH	J	FALSE	1050
Macaca mulatta functional	IGHJ3	IGH	J	TRUE	1051
Macaca mulatta functional	IGHJ4	IGH	J	TRUE	1052
Macaca mulatta functional	IGHJ5-1	IGH	J	TRUE	1053
Macaca mulatta functional	IGHJ5-2	IGH	J	TRUE	1054
Macaca mulatta functional	IGHJ6	IGH	J	TRUE	1055
Macaca mulatta non-functional	IGHV(II)-1	IGH	V	FALSE	1056
Macaca mulatta non-functional	IGHV(II)-10	IGH	V	FALSE	1057
Macaca mulatta non-functional	IGHV(II)-11	IGH	V	FALSE	1058
Macaca mulatta non-functional	IGHV(II)-12	IGH	V	FALSE	1059
Macaca mulatta non-functional	IGHV(II)-2	IGH	V	FALSE	1060
Macaca mulatta non-functional	IGHV(II)-3	IGH	V	FALSE	1061
Macaca mulatta non-functional	IGHV(II)-4	IGH	V	FALSE	1062
Macaca mulatta non-functional	IGHV(II)-5	IGH	V	FALSE	1063
Macaca mulatta non-functional	IGHV(II)-6	IGH	V	FALSE	1064
Macaca mulatta non-functional	IGHV(II)-7	IGH	V	FALSE	1065
Macaca mulatta non-functional	IGHV(II)-8	IGH	V	FALSE	1066
Macaca mulatta non-functional	IGHV(II)-9	IGH	V	FALSE	1067
Macaca mulatta non-functional	IGHV(III)-1	IGH	V	FALSE	1068
Macaca mulatta non-functional	IGHV(III)-2	IGH	V	FALSE	1069
Macaca mulatta non-functional	IGHV(III)-3	IGH	V	FALSE	1070
Macaca mulatta non-functional	IGHV(III)-4	IGH	V	FALSE	1071
Macaca mulatta functional	IGHV1-1	IGH	V	TRUE	1072
Macaca mulatta non-functional	IGHV1-2	IGH	V	FALSE	1073
Macaca mulatta functional	IGHV2-1	IGH	V	TRUE	1074
Macaca mulatta non-functional	IGHV2-2	IGH	V	FALSE	1075
Macaca mulatta non-functional	IGHV3-1	IGH	V	FALSE	1076
Macaca mulatta functional	IGHV3-10	IGH	V	TRUE	1077
Macaca mulatta functional	IGHV3-11	IGH	V	TRUE	1078
Macaca mulatta functional	IGHV3-12	IGH	V	TRUE	1079
Macaca mulatta functional	IGHV3-13	IGH	V	TRUE	1080
Macaca mulatta functional	IGHV3-14	IGH	V	TRUE	1081
Macaca mulatta non-functional	IGHV3-15	IGH	V	FALSE	1082
Macaca mulatta non-functional	IGHV3-16	IGH	V	FALSE	1083
Macaca mulatta non-functional	IGHV3-17	IGH	V	FALSE	1084
Macaca mulatta functional	IGHV3-18	IGH	V	TRUE	1085
Macaca mulatta non-functional	IGHV3-19	IGH	V	FALSE	1086
Macaca mulatta non-functional	IGHV3-2	IGH	V	FALSE	1087
Macaca mulatta functional	IGHV3-20	IGH	V	TRUE	1088
Macaca mulatta functional	IGHV3-21	IGH	V	TRUE	1089
Macaca mulatta functional	IGHV3-22	IGH	V	TRUE	1090
Macaca mulatta non-functional	IGHV3-23	IGH	V	FALSE	1091
Macaca mulatta non-functional	IGHV3-24	IGH	V	FALSE	1092
Macaca mulatta non-functional	IGHV3-3	IGH	V	FALSE	1093
Macaca mulatta non-functional	IGHV3-4	IGH	V	FALSE	1094
Macaca mulatta functional	IGHV3-5	IGH	V	TRUE	1095
Macaca mulatta functional	IGHV3-6	IGH	V	TRUE	1096
Macaca mulatta functional	IGHV3-7	IGH	V	TRUE	1097
Macaca mulatta non-functional	IGHV3-8	IGH	V	FALSE	1098
Macaca mulatta functional	IGHV3-9	IGH	V	TRUE	1099
Macaca mulatta non-functional	IGHV4-1	IGH	V	FALSE	1100
Macaca mulatta functional	IGHV4-2	IGH	V	TRUE	1101
Macaca mulatta non-functional	IGHV4-3	IGH	V	FALSE	1102
Macaca mulatta non-functional	IGHV4-4	IGH	V	FALSE	1103
Macaca mulatta non-functional	IGHV5-1	IGH	V	FALSE	1104
Macaca mulatta functional	IGHV5-2	IGH	V	TRUE	1105
Macaca mulatta functional	IGHV6-1	IGH	V	TRUE	1106
Macaca mulatta functional	IGHV7-1	IGH	V	TRUE	1107
Macaca mulatta functional	IGKJ1	IGK	J	TRUE	1108
Macaca mulatta functional	IGKJ2	IGK	J	TRUE	1109
Macaca mulatta functional	IGKJ3	IGK	J	TRUE	1110
Macaca mulatta functional	IGKJ4	IGK	J	TRUE	1111
Macaca mulatta non-functional	IGKJ5	IGK	J	FALSE	1112
Macaca mulatta non-functional	IGKV1-1	IGK	V	FALSE	1113
Macaca mulatta functional	IGKV1-10	IGK	V	TRUE	1114
Macaca mulatta functional	IGKV1-11	IGK	V	TRUE	1115
Macaca mulatta non-functional	IGKV1-12	IGK	V	FALSE	1116
Macaca mulatta functional	IGKV1-13	IGK	V	TRUE	1117
Macaca mulatta functional	IGKV1-14	IGK	V	TRUE	1118
Macaca mulatta functional	IGKV1-15	IGK	V	TRUE	1119
Macaca mulatta non-functional	IGKV1-16	IGK	V	FALSE	1120
Macaca mulatta functional	IGKV1-17	IGK	V	TRUE	1121
Macaca mulatta functional	IGKV1-18	IGK	V	TRUE	1122
Macaca mulatta non-functional	IGKV1-19	IGK	V	FALSE	1123
Macaca mulatta functional	IGKV1-2	IGK	V	TRUE	1124
Macaca mulatta functional	IGKV1-20	IGK	V	TRUE	1125
Macaca mulatta functional	IGKV1-21	IGK	V	TRUE	1126
Macaca mulatta functional	IGKV1-22	IGK	V	TRUE	1127
Macaca mulatta functional	IGKV1-23	IGK	V	TRUE	1128
Macaca mulatta non-functional	IGKV1-3	IGK	V	FALSE	1129
Macaca mulatta non-functional	IGKV1-4	IGK	V	FALSE	1130
Macaca mulatta functional	IGKV1-5	IGK	V	TRUE	1131
Macaca mulatta non-functional	IGKV1-6	IGK	V	FALSE	1132
Macaca mulatta non-functional	IGKV1-7	IGK	V	FALSE	1133
Macaca mulatta functional	IGKV1-8	IGK	V	TRUE	1134
Macaca mulatta functional	IGKV1-9	IGK	V	TRUE	1135
Macaca mulatta functional	IGKV1S1	IGK	V	TRUE	1136
Macaca mulatta functional	IGKV1S10	IGK	V	TRUE	1137
Macaca mulatta functional	IGKV1S11	IGK	V	TRUE	1138
Macaca mulatta functional	IGKV1S12	IGK	V	TRUE	1139
Macaca mulatta functional	IGKV1S13	IGK	V	TRUE	1140
Macaca mulatta functional	IGKV1S14	IGK	V	TRUE	1141
Macaca mulatta functional	IGKV1S15	IGK	V	TRUE	1142
Macaca mulatta functional	IGKV1S16	IGK	V	TRUE	1143
Macaca mulatta functional	IGKV1S17	IGK	V	TRUE	1144
Macaca mulatta non-functional	IGKV1S18	IGK	V	FALSE	1145
Macaca mulatta functional	IGKV1S19	IGK	V	TRUE	1146
Macaca mulatta functional	IGKV1S2	IGK	V	TRUE	1147
Macaca mulatta functional	IGKV1S20	IGK	V	TRUE	1148
Macaca mulatta functional	IGKV1S21	IGK	V	TRUE	1149
Macaca mulatta functional	IGKV1S22	IGK	V	TRUE	1150
Macaca mulatta functional	IGKV1S23	IGK	V	TRUE	1151
Macaca mulatta functional	IGKV1S24	IGK	V	TRUE	1152
Macaca mulatta functional	IGKV1S25	IGK	V	TRUE	1153
Macaca mulatta functional	IGKV1S26	IGK	V	TRUE	1154
Macaca mulatta functional	IGKV1S27	IGK	V	TRUE	1155
Macaca mulatta functional	IGKV1S28	IGK	V	TRUE	1156
Macaca mulatta functional	IGKV1S3	IGK	V	TRUE	1157
Macaca mulatta functional	IGKV1S4	IGK	V	TRUE	1158
Macaca mulatta functional	IGKV1S5	IGK	V	TRUE	1159
Macaca mulatta functional	IGKV1S6	IGK	V	TRUE	1160
Macaca mulatta functional	IGKV1S7	IGK	V	TRUE	1161
Macaca mulatta functional	IGKV1S8	IGK	V	TRUE	1162
Macaca mulatta functional	IGKV1S9	IGK	V	TRUE	1163
Macaca mulatta functional	IGKV2-1	IGK	V	TRUE	1164
Macaca mulatta non-functional	IGKV2-10	IGK	V	FALSE	1165
Macaca mulatta non-functional	IGKV2-11	IGK	V	FALSE	1166
Macaca mulatta non-functional	IGKV2-12	IGK	V	FALSE	1167
Macaca mulatta non-functional	IGKV2-13	IGK	V	FALSE	1168
Macaca mulatta functional	IGKV2-14	IGK	V	TRUE	1169
Macaca mulatta non-functional	IGKV2-15	IGK	V	FALSE	1170
Macaca mulatta non-functional	IGKV2-16	IGK	V	FALSE	1171
Macaca mulatta non-functional	IGKV2-2	IGK	V	FALSE	1172
Macaca mulatta functional	IGKV2-3	IGK	V	TRUE	1173
Macaca mulatta non-functional	IGKV2-4	IGK	V	FALSE	1174
Macaca mulatta non-functional	IGKV2-5	IGK	V	FALSE	1175
Macaca mulatta non-functional	IGKV2-6	IGK	V	FALSE	1176
Macaca mulatta non-functional	IGKV2-7	IGK	V	FALSE	1177
Macaca mulatta non-functional	IGKV2-8	IGK	V	FALSE	1178
Macaca mulatta non-functional	IGKV2-9	IGK	V	FALSE	1179
Macaca mulatta functional	IGKV2S1	IGK	V	TRUE	1180
Macaca mulatta functional	IGKV2S10	IGK	V	TRUE	1181
Macaca mulatta functional	IGKV2S11	IGK	V	TRUE	1182
Macaca mulatta functional	IGKV2S12	IGK	V	TRUE	1183
Macaca mulatta functional	IGKV2S13	IGK	V	TRUE	1184
Macaca mulatta non-functional	IGKV2S14	IGK	V	FALSE	1185
Macaca mulatta functional	IGKV2S15	IGK	V	TRUE	1186
Macaca mulatta non-functional	IGKV2S16	IGK	V	FALSE	1187
Macaca mulatta functional	IGKV2S17	IGK	V	TRUE	1188
Macaca mulatta functional	IGKV2S18	IGK	V	TRUE	1189
Macaca mulatta functional	IGKV2S19	IGK	V	TRUE	1190
Macaca mulatta functional	IGKV2S2	IGK	V	TRUE	1191
Macaca mulatta functional	IGKV2S20	IGK	V	TRUE	1192
Macaca mulatta functional	IGKV2S3	IGK	V	TRUE	1193
Macaca mulatta functional	IGKV2S4	IGK	V	TRUE	1194
Macaca mulatta functional	IGKV2S5	IGK	V	TRUE	1195
Macaca mulatta non-functional	IGKV2S6	IGK	V	FALSE	1196
Macaca mulatta non-functional	IGKV2S7	IGK	V	FALSE	1197
Macaca mulatta functional	IGKV2S8	IGK	V	TRUE	1198
Macaca mulatta functional	IGKV2S9	IGK	V	TRUE	1199
Macaca mulatta functional	IGKV3-1	IGK	V	TRUE	1200
Macaca mulatta non-functional	IGKV3-10	IGK	V	FALSE	1201
Macaca mulatta non-functional	IGKV3-11	IGK	V	FALSE	1202
Macaca mulatta functional	IGKV3-2	IGK	V	TRUE	1203
Macaca mulatta functional	IGKV3-3	IGK	V	TRUE	1204
Macaca mulatta non-functional	IGKV3-4	IGK	V	FALSE	1205
Macaca mulatta functional	IGKV3-5	IGK	V	TRUE	1206
Macaca mulatta non-functional	IGKV3-6	IGK	V	FALSE	1207
Macaca mulatta non-functional	IGKV3-7	IGK	V	FALSE	1208
Macaca mulatta non-functional	IGKV3-8	IGK	V	FALSE	1209
Macaca mulatta functional	IGKV3-9	IGK	V	TRUE	1210
Macaca mulatta functional	IGKV3S1	IGK	V	TRUE	1211
Macaca mulatta functional	IGKV3S10	IGK	V	TRUE	1212
Macaca mulatta functional	IGKV3S11	IGK	V	TRUE	1213
Macaca mulatta functional	IGKV3S2	IGK	V	TRUE	1214
Macaca mulatta functional	IGKV3S3	IGK	V	TRUE	1215
Macaca mulatta functional	IGKV3S4	IGK	V	TRUE	1216
Macaca mulatta functional	IGKV3S5	IGK	V	TRUE	1217
Macaca mulatta functional	IGKV3S6	IGK	V	TRUE	1218
Macaca mulatta functional	IGKV3S7	IGK	V	TRUE	1219
Macaca mulatta functional	IGKV3S8	IGK	V	TRUE	1220
Macaca mulatta functional	IGKV3S9	IGK	V	TRUE	1221
Macaca mulatta non-functional	IGKV4-1	IGK	V	FALSE	1222
Macaca mulatta non-functional	IGKV4-2	IGK	V	FALSE	1223
Macaca mulatta functional	IGKV4-3	IGK	V	TRUE	1224
Macaca mulatta functional	IGKV5-1	IGK	V	TRUE	1225
Macaca mulatta functional	IGKV5-2	IGK	V	TRUE	1226
Macaca mulatta functional	IGKV6-1	IGK	V	TRUE	1227
Macaca mulatta functional	IGKV6-2	IGK	V	TRUE	1228
Macaca mulatta non-functional	IGKV6-3	IGK	V	FALSE	1229
Macaca mulatta functional	IGKV7-1	IGK	V	TRUE	1230
Macaca mulatta functional	IGLJ1	IGL	J	TRUE	1231
Macaca mulatta functional	IGLJ2	IGL	J	TRUE	1232
Macaca mulatta functional	IGLJ3	IGL	J	TRUE	1233
Macaca mulatta non-functional	IGLJ4	IGL	J	FALSE	1234
Macaca mulatta functional	IGLJ5	IGL	J	TRUE	1235
Macaca mulatta functional	IGLJ6	IGL	J	TRUE	1236
Macaca mulatta non-functional	IGLV(I)-1	IGL	V	FALSE	1237
Macaca mulatta non-functional	IGLV(I)-10	IGL	V	FALSE	1238
Macaca mulatta non-functional	IGLV(I)-11	IGL	V	FALSE	1239
Macaca mulatta non-functional	IGLV(I)-12	IGL	V	FALSE	1240
Macaca mulatta non-functional	IGLV(I)-2	IGL	V	FALSE	1241
Macaca mulatta non-functional	IGLV(I)-3	IGL	V	FALSE	1242
Macaca mulatta non-functional	IGLV(I)-4	IGL	V	FALSE	1243
Macaca mulatta non-functional	IGLV(I)-5	IGL	V	FALSE	1244
Macaca mulatta non-functional	IGLV(I)-6	IGL	V	FALSE	1245
Macaca mulatta non-functional	IGLV(I)-7	IGL	V	FALSE	1246
Macaca mulatta non-functional	IGLV(I)-8	IGL	V	FALSE	1247
Macaca mulatta non-functional	IGLV(I)-9	IGL	V	FALSE	1248
Macaca mulatta non-functional	IGLV(II)-1	IGL	V	FALSE	1249
Macaca mulatta non-functional	IGLV(II)-2	IGL	V	FALSE	1250
Macaca mulatta non-functional	IGLV(III)-1	IGL	V	FALSE	1251
Macaca mulatta non-functional	IGLV(III)-2	IGL	V	FALSE	1252
Macaca mulatta non-functional	IGLV(III)-3	IGL	V	FALSE	1253
Macaca mulatta non-functional	IGLV(III)-4	IGL	V	FALSE	1254
Macaca mulatta non-functional	IGLV(IV)-1	IGL	V	FALSE	1255
Macaca mulatta non-functional	IGLV(IV)-2	IGL	V	FALSE	1256
Macaca mulatta non-functional	IGLV(IV)-3	IGL	V	FALSE	1257
Macaca mulatta non-functional	IGLV(V)-1	IGL	V	FALSE	1258
Macaca mulatta non-functional	IGLV(V)-2	IGL	V	FALSE	1259
Macaca mulatta non-functional	IGLV1-1	IGL	V	FALSE	1260
Macaca mulatta functional	IGLV1-10	IGL	V	TRUE	1261
Macaca mulatta functional	IGLV1-11	IGL	V	TRUE	1262
Macaca mulatta functional	IGLV1-12	IGL	V	TRUE	1263
Macaca mulatta functional	IGLV1-13	IGL	V	TRUE	1264
Macaca mulatta functional	IGLV1-14	IGL	V	TRUE	1265
Macaca mulatta functional	IGLV1-15	IGL	V	TRUE	1266
Macaca mulatta non-functional	IGLV1-2	IGL	V	FALSE	1267
Macaca mulatta non-functional	IGLV1-3	IGL	V	FALSE	1268
Macaca mulatta non-functional	IGLV1-4	IGL	V	FALSE	1269
Macaca mulatta non-functional	IGLV1-5	IGL	V	FALSE	1270
Macaca mulatta functional	IGLV1-6	IGL	V	TRUE	1271
Macaca mulatta functional	IGLV1-7	IGL	V	TRUE	1272
Macaca mulatta functional	IGLV1-8	IGL	V	TRUE	1273
Macaca mulatta functional	IGLV1-9	IGL	V	TRUE	1274
Macaca mulatta functional	IGLV10-1	IGL	V	TRUE	1275
Macaca mulatta non-functional	IGLV10-2	IGL	V	FALSE	1276
Macaca mulatta functional	IGLV11-1	IGL	V	TRUE	1277
Macaca mulatta functional	IGLV1S1	IGL	V	TRUE	1278
Macaca mulatta functional	IGLV1S2	IGL	V	TRUE	1279
Macaca mulatta functional	IGLV1S3	IGL	V	TRUE	1280
Macaca mulatta functional	IGLV1S4	IGL	V	TRUE	1281
